location_name,lat,lon,area_cluster,is_beach,is_crowded,is_tourist_place,is_transit,hour,day_night,day_of_week,is_weekend,police_nearby,risk_harassment,risk_pickpocket,risk_scam,risk_bag_snatching,risk_theft,risk_extortion,risk_money_theft
Kandy Station,7.29566,80.638057,2,0,1,0,1,8,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Colombo Fort Station,6.929879,79.852096,1,0,1,0,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.765976,80.9711,19,0,1,1,1,17,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Galle Fort,6.029227,80.218836,3,0,1,1,0,9,day,2,0,1,Low,Low,Medium,Low,Low,Low,Low
Galle Fort,6.03176,80.215043,3,0,1,1,0,8,day,3,0,1,Low,Low,Medium,Low,Low,Low,Low
Kuruduwaththa Station,6.914158,79.872935,1,0,1,0,1,16,day,2,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Pettah Market,6.939295,79.853886,1,0,1,1,0,18,night,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Bandarawela Railway Station,6.827681,80.987624,18,0,1,0,1,15,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Kandy Station,7.2966,80.634977,2,0,1,0,1,17,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Colombo Fort Station,6.937176,79.850333,1,0,1,0,1,10,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Colombo Fort Station,6.93167,79.849134,1,0,1,0,1,17,day,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Kandy Station,7.294973,80.633666,2,0,1,0,1,10,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Kollupitiya,6.914269,79.849505,1,0,1,1,0,21,night,5,1,0,Low,Medium,Low,Low,Medium,Low,Low
Ella Station,6.87504,81.042986,8,0,1,1,1,14,day,2,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kandy City Centre,7.287669,80.637094,2,0,1,1,0,12,day,4,0,0,Low,High,Low,High,Low,Low,High
Sigiriya,7.955362,80.76175,10,0,1,1,0,14,day,4,0,0,Low,Medium,High,Low,Low,Low,Low
Galle Fort Market,6.028161,80.209796,3,0,1,1,0,10,day,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Mount Lavinia Station,6.840285,79.868595,9,1,1,1,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Polonnaruwa,7.946473,81.014485,11,0,1,1,0,17,day,6,1,0,Low,Medium,High,Low,Low,Low,Low
Hatton Railway Station,6.890154,80.59712,17,0,1,1,1,17,day,4,0,0,Low,High,Low,High,Low,Low,Medium
Ahangama Beach,5.973527,80.359033,4,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Hikkaduwa Beach,6.13603,80.101306,4,1,1,1,0,16,day,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Kaluthara Beach,6.584303,79.962213,4,1,1,1,0,17,day,4,0,0,Medium,Low,Low,Low,Medium,Low,Low
Mount Lavinia Station,6.840553,79.866219,9,1,1,1,1,15,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kandy Station,7.293994,80.632959,2,0,1,0,1,14,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Mount Lavinia Station,6.842274,79.864613,9,1,1,1,1,10,day,2,0,0,Low,High,Low,High,Low,Low,Medium
Bentota Beach,6.424348,79.997229,4,1,1,1,0,16,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Haputale Railway Station,6.768216,80.968284,19,0,1,1,1,12,day,2,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Sigiriya,7.95275,80.762405,10,0,1,1,0,9,day,5,1,1,Low,Low,Medium,Low,Low,Low,Low
Galkissa Beach,6.834042,79.866308,9,1,1,1,0,19,night,3,0,0,Medium,Low,Low,Low,Medium,Low,Low
Galle Fort,6.029254,80.219788,3,0,1,1,0,13,day,0,0,1,Low,Low,Medium,Low,Low,Low,Low
Kaluthara Beach,6.584258,79.956892,4,1,1,1,0,20,night,3,0,0,Medium,Low,Low,Low,Medium,Low,Low
Colombo Fort Station,6.927511,79.851848,1,0,1,0,1,9,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Temple of Tooth,7.295007,80.645063,2,0,1,1,0,6,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Kuruduwaththa Station,6.922874,79.871991,1,0,1,0,1,14,day,1,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Polonnaruwa,7.943292,81.022346,11,0,1,1,0,2,night,3,0,0,Low,Medium,Low,Low,Low,Low,Low
Galle Fort Market,6.032582,80.21307,3,0,1,1,0,8,day,4,0,0,Low,Medium,Low,Low,Low,Low,Medium
Bandarawela Railway Station,6.834596,80.985026,18,0,1,0,1,9,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Ella Station,6.870506,81.047574,8,0,1,1,1,6,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Pettah Market,6.937215,79.852882,1,0,1,1,0,5,night,4,0,0,Low,Medium,Low,Low,Low,Low,Medium
Hatton Railway Station,6.890656,80.597275,17,0,1,1,1,10,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Hikkaduwa Beach,6.139694,80.105721,4,1,1,1,0,14,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Mirissa Beach,5.948437,80.45968,4,1,1,1,0,14,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kandy Station,7.290843,80.637461,2,0,1,0,1,15,day,1,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Galle Fort,6.03125,80.21373,3,0,1,1,0,11,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Temple of Tooth,7.289062,80.638646,2,0,1,1,0,19,night,5,1,0,Low,Medium,High,Low,Low,Low,Low
Galkissa Beach,6.840476,79.868636,9,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.919091,79.874038,1,0,1,0,1,17,day,3,0,1,Low,Low,Low,Medium,Low,Low,Low
Kandy City Centre,7.300329,80.636391,2,0,1,1,0,18,night,0,0,0,Low,High,Low,Medium,Low,Low,Medium
Galle Fort Market,6.029661,80.211321,3,0,1,1,0,5,night,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kollupitiya,6.91206,79.850808,1,0,1,1,0,7,day,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kandy City Centre,7.298309,80.635933,2,0,1,1,0,13,day,3,0,1,Low,Medium,Low,Low,Low,Low,Medium
Bentota Beach,6.424487,79.993877,4,1,1,1,0,13,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Kalpitiya Beach,8.233121,79.761595,7,1,0,1,0,22,night,2,0,0,Medium,Low,Low,Low,Low,Low,Low
Ahungalla Beach,6.324271,80.023663,4,1,1,1,0,14,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Market,6.941545,79.856688,1,0,1,1,0,14,day,3,0,0,Low,High,Low,High,Low,Low,High
Hikkaduwa Beach,6.143102,80.103295,4,1,1,1,0,13,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Colombo Fort Station,6.928684,79.849324,1,0,1,0,1,0,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Hatton Railway Station,6.88914,80.595492,17,0,1,1,1,15,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kosgoda Beach,6.331665,80.02215,4,1,0,1,0,21,night,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Station,6.941646,79.854847,1,0,1,0,1,8,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Pettah Station,6.940919,79.852891,1,0,1,0,1,0,night,4,0,0,Low,Low,Low,Low,Medium,Low,Low
Ella Station,6.865987,81.047499,8,0,1,1,1,8,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Galle Fort Market,6.032473,80.216259,3,0,1,1,0,12,day,3,0,1,Low,Medium,Low,Low,Low,Low,Medium
Negombo Beach,7.208052,79.832311,5,1,1,1,0,13,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Ahangama Beach,5.977987,80.362429,4,1,1,1,0,15,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Dambulla Cave,7.861003,80.649154,10,0,1,1,0,13,day,2,0,0,Low,Medium,High,Low,Low,Low,Low
Colombo Fort Station,6.936145,79.849757,1,0,1,0,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Mount Lavinia Station,6.839303,79.868892,9,1,1,1,1,11,day,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Kuruduwaththa Station,6.916865,79.875352,1,0,1,0,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.769135,80.967696,19,0,1,1,1,12,day,4,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Polonnaruwa,7.935168,81.017621,11,0,1,1,0,11,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Kollupitiya,6.911836,79.851555,1,0,1,1,0,10,day,0,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kaluthara Beach,6.587859,79.960114,4,1,1,1,0,16,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Hatton Railway Station,6.885328,80.598741,17,0,1,1,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Negombo Beach,7.213752,79.833912,5,1,1,1,0,18,night,1,0,0,Medium,Low,Low,Low,Medium,Low,Low
Sigiriya,7.959516,80.760672,10,0,1,1,0,11,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Mirissa Beach,5.950306,80.458326,4,1,1,1,0,2,night,4,0,0,High,Low,Low,Low,High,Medium,Low
Ella Station,6.868753,81.044836,8,0,1,1,1,9,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Mount Lavinia Station,6.837953,79.862579,9,1,1,1,1,13,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Ahangama Beach,5.975848,80.361508,4,1,1,1,0,21,night,1,0,0,High,Low,Low,Low,High,Medium,Low
Polonnaruwa,7.935813,81.018763,11,0,1,1,0,5,night,2,0,0,Low,Low,High,Low,Low,Low,Low
Mount Lavinia Station,6.839066,79.864526,9,1,1,1,1,8,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Kollupitiya,6.920313,79.847447,1,0,1,1,0,9,day,0,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kuruduwaththa Station,6.92759,79.867019,1,0,1,0,1,20,night,6,1,0,Low,High,Low,High,Low,Low,Medium
Bentota Beach,6.4318,79.99647,4,1,1,1,0,19,night,4,0,0,Medium,Low,Low,Low,Medium,Low,Low
Sigiriya,7.958127,80.7617,10,0,1,1,0,11,day,1,0,1,Low,Low,Medium,Low,Low,Low,Low
Galle Fort,6.035833,80.227387,3,0,1,1,0,7,day,0,0,0,Low,Low,High,Low,Low,Low,Low
Bandarawela Railway Station,6.827667,80.987149,18,0,1,0,1,9,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Mount Lavinia Station,6.84364,79.865465,9,1,1,1,1,7,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Bandarawela Railway Station,6.828821,80.983128,18,0,1,0,1,13,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Hatton Railway Station,6.896953,80.597405,17,0,1,1,1,6,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Pettah Station,6.940797,79.852848,1,0,1,0,1,11,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Bandarawela Railway Station,6.831463,80.982407,18,0,1,0,1,7,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Galle Fort Market,6.026553,80.219259,3,0,1,1,0,12,day,6,1,0,Low,High,Medium,High,Low,Low,High
Hikkaduwa Beach,6.141084,80.108718,4,1,1,1,0,21,night,0,0,0,High,Low,Low,Low,High,Medium,Low
Galle Fort Market,6.036901,80.216991,3,0,1,1,0,20,night,0,0,0,Low,High,Low,Medium,Low,Low,Medium
Dambulla Cave,7.857285,80.649912,10,0,1,1,0,11,day,0,0,0,Low,Low,High,Low,Low,Low,Low
Pettah Market,6.945236,79.857292,1,0,1,1,0,12,day,6,1,0,Low,High,Medium,High,Low,Low,High
Kollupitiya,6.915663,79.853007,1,0,1,1,0,1,night,5,1,0,Low,Medium,Low,Low,Medium,Low,Low
Temple of Tooth,7.298481,80.635245,2,0,1,1,0,15,day,2,0,0,Low,Medium,High,Low,Low,Low,Low
Polonnaruwa,7.939469,81.016785,11,0,1,1,0,10,day,1,0,0,Low,Low,High,Low,Low,Low,Low
Kaluthara Beach,6.581193,79.966973,4,1,1,1,0,3,night,2,0,0,High,Low,Low,Low,High,Medium,Low
Kaluthara Beach,6.587164,79.963587,4,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Ella Station,6.869056,81.040767,8,0,1,1,1,5,night,6,1,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.768844,80.965999,19,0,1,1,1,17,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Mount Lavinia Station,6.839873,79.866514,9,1,1,1,1,6,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Dambulla Cave,7.860571,80.648466,10,0,1,1,0,11,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Negombo Beach,7.20713,79.835898,5,1,1,1,0,14,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Galkissa Beach,6.836086,79.862503,9,1,1,1,0,12,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Station,6.941799,79.853758,1,0,1,0,1,17,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Ella Station,6.869603,81.047297,8,0,1,1,1,14,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Hatton Railway Station,6.892129,80.592322,17,0,1,1,1,12,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Sigiriya,7.954766,80.760051,10,0,1,1,0,6,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Temple of Tooth,7.297417,80.63829,2,0,1,1,0,14,day,2,0,0,Low,Medium,High,Low,Low,Low,Low
Haputale Railway Station,6.768376,80.966231,19,0,1,1,1,18,night,4,0,1,Low,Low,Low,Medium,Low,Low,Low
Kollupitiya,6.912362,79.848044,1,0,1,1,0,10,day,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kollupitiya,6.910318,79.853574,1,0,1,1,0,9,day,4,0,0,Low,Medium,Low,Low,Low,Low,Medium
Pettah Station,6.947632,79.854809,1,0,1,0,1,9,day,3,0,1,Low,Low,Low,Medium,Low,Low,Low
Dambulla Cave,7.857008,80.647407,10,0,1,1,0,9,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Pettah Station,6.94476,79.853905,1,0,1,0,1,6,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Kollupitiya,6.912179,79.852062,1,0,1,1,0,7,day,2,0,0,Low,Medium,Low,Low,Low,Low,Medium
Haputale Railway Station,6.765266,80.966566,19,0,1,1,1,11,day,4,0,0,Low,High,Low,High,Low,Low,Medium
Ella Station,6.866769,81.047975,8,0,1,1,1,18,night,4,0,0,Low,High,Low,High,Low,Low,Medium
Kollupitiya,6.914477,79.849446,1,0,1,1,0,13,day,6,1,1,Low,Medium,Low,Low,Low,Low,Medium
Dambulla Cave,7.855116,80.652359,10,0,1,1,0,12,day,3,0,0,Low,Medium,High,Low,Low,Low,Low
Bandarawela Railway Station,6.831503,80.980757,18,0,1,0,1,3,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Galkissa Beach,6.844899,79.863087,9,1,1,1,0,17,day,5,1,0,High,Low,Low,Low,Medium,Low,Low
Kaluthara Beach,6.583173,79.960352,4,1,1,1,0,12,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Temple of Tooth,7.293295,80.642911,2,0,1,1,0,13,day,5,1,1,Low,Low,Medium,Low,Low,Low,Low
Pettah Market,6.939629,79.855861,1,0,1,1,0,13,day,3,0,0,Low,High,Low,High,Low,Low,High
Ella Station,6.866454,81.049074,8,0,1,1,1,15,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Kandy Station,7.293319,80.635195,2,0,1,0,1,9,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Mirissa Beach,5.942889,80.461764,4,1,1,1,0,12,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Ella Station,6.862827,81.044879,8,0,1,1,1,21,night,4,0,0,Low,Low,Low,Low,Medium,Low,Low
Unawatuna Beach,6.011282,80.251687,4,1,1,1,0,15,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.840029,79.866133,9,1,1,1,1,9,day,2,0,0,Low,High,Low,High,Low,Low,Medium
Kosgoda Beach,6.335365,80.015369,4,1,0,1,0,3,night,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Market,6.940509,79.851589,1,0,1,1,0,15,day,5,1,1,Low,Medium,Low,Low,Low,Low,Medium
Hatton Railway Station,6.893858,80.602959,17,0,1,1,1,21,night,3,0,0,Low,Low,Low,Low,Medium,Low,Low
Ella Station,6.866259,81.04413,8,0,1,1,1,2,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Bentota Beach,6.428622,79.995935,4,1,1,1,0,18,night,1,0,0,Medium,Low,Low,Low,Medium,Low,Low
Kandy City Centre,7.296615,80.637123,2,0,1,1,0,11,day,5,1,0,Low,High,Low,Low,Low,Low,High
Bandarawela Railway Station,6.828236,80.985598,18,0,1,0,1,20,night,3,0,0,Low,High,Low,High,Low,Low,Medium
Galle Fort Market,6.034801,80.216583,3,0,1,1,0,10,day,5,1,0,Low,High,Low,Low,Low,Low,High
Galkissa Beach,6.844026,79.868442,9,1,1,1,0,12,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Mirissa Beach,5.94533,80.459317,4,1,1,1,0,12,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Temple of Tooth,7.290649,80.638183,2,0,1,1,0,7,day,2,0,0,Low,Low,High,Low,Low,Low,Low
Temple of Tooth,7.291015,80.64483,2,0,1,1,0,9,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Mirissa Beach,5.948606,80.457947,4,1,1,1,0,16,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Mirissa Beach,5.953808,80.462486,4,1,1,1,0,21,night,6,1,1,Medium,Low,Low,Low,Low,Low,Low
Kalpitiya Beach,8.234025,79.767604,7,1,0,1,0,21,night,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Dambulla Cave,7.855346,80.645246,10,0,1,1,0,9,day,2,0,0,Low,Low,High,Low,Low,Low,Low
Temple of Tooth,7.291099,80.645358,2,0,1,1,0,13,day,0,0,1,Low,Low,Medium,Low,Low,Low,Low
Haputale Railway Station,6.765191,80.970237,19,0,1,1,1,14,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Mirissa Beach,5.942842,80.456784,4,1,1,1,0,14,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kandy Station,7.294293,80.636827,2,0,1,0,1,5,night,6,1,0,Low,High,Low,High,Low,Low,Medium
Pettah Station,6.941217,79.856191,1,0,1,0,1,15,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Dambulla Cave,7.855762,80.645912,10,0,1,1,0,19,night,1,0,0,Low,Medium,Medium,Low,Low,Low,Low
Kandy City Centre,7.292952,80.638743,2,0,1,1,0,18,night,5,1,0,Low,High,Low,Medium,Low,Low,High
Kuruduwaththa Station,6.920132,79.864493,1,0,1,0,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Ahungalla Beach,6.32637,80.022548,4,1,1,1,0,15,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Bandarawela Railway Station,6.830273,80.987898,18,0,1,0,1,1,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Pettah Market,6.933875,79.85734,1,0,1,1,0,13,day,6,1,0,Low,High,Medium,High,Low,Low,High
Kandy Station,7.29192,80.631487,2,0,1,0,1,8,day,4,0,1,Low,Low,Low,Medium,Low,Low,Low
Hatton Railway Station,6.891819,80.593231,17,0,1,1,1,7,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Kaluthara Beach,6.580859,79.962593,4,1,1,1,0,13,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Galkissa Beach,6.839831,79.864198,9,1,1,1,0,18,night,2,0,0,Medium,Low,Low,Low,Medium,Low,Low
Hatton Railway Station,6.891414,80.602691,17,0,1,1,1,17,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Kandy Station,7.292107,80.632677,2,0,1,0,1,12,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Ahungalla Beach,6.323522,80.021599,4,1,1,1,0,14,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Bandarawela Railway Station,6.823079,80.985261,18,0,1,0,1,21,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Temple of Tooth,7.298977,80.641466,2,0,1,1,0,13,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Ella Station,6.864698,81.039374,8,0,1,1,1,6,day,4,0,1,Low,Low,Low,Medium,Low,Low,Low
Temple of Tooth,7.294452,80.639706,2,0,1,1,0,14,day,1,0,1,Low,Low,Medium,Low,Low,Low,Low
Mount Lavinia Station,6.843756,79.860542,9,1,1,1,1,20,night,5,1,0,Low,High,Low,High,Low,Low,Medium
Galle Fort,6.032581,80.214428,3,0,1,1,0,19,night,0,0,0,Low,Medium,Medium,Low,Low,Low,Low
Kandy Station,7.295948,80.63379,2,0,1,0,1,11,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Hikkaduwa Beach,6.144583,80.10515,4,1,1,1,0,3,night,4,0,0,High,Low,Low,Low,High,Medium,Low
Colombo Fort Station,6.930792,79.849067,1,0,1,0,1,7,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Galkissa Beach,6.843185,79.869347,9,1,1,1,0,14,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Mirissa Beach,5.946736,80.455358,4,1,1,1,0,15,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Kandy City Centre,7.294926,80.643552,2,0,1,1,0,11,day,2,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kandy City Centre,7.296466,80.638593,2,0,1,1,0,12,day,6,1,0,Low,High,Medium,High,Low,Low,High
Galle Fort Market,6.029989,80.211537,3,0,1,1,0,7,day,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Ahungalla Beach,6.324496,80.018902,4,1,1,1,0,12,day,2,0,0,Medium,Low,Low,Low,Low,Low,Low
Nilaveli Beach,8.698314,81.179013,6,1,0,1,0,2,night,5,1,0,Medium,Low,Low,Low,Low,Low,Low
Kuruduwaththa Station,6.917734,79.869694,1,0,1,0,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Pettah Market,6.934781,79.850642,1,0,1,1,0,14,day,6,1,0,Low,High,Medium,High,Low,Low,High
Ahangama Beach,5.972474,80.363154,4,1,1,1,0,12,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Ahungalla Beach,6.327188,80.027585,4,1,1,1,0,14,day,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Polonnaruwa,7.937893,81.017286,11,0,1,1,0,9,day,1,0,0,Low,Low,High,Low,Low,Low,Low
Galle Fort Market,6.037066,80.219233,3,0,1,1,0,21,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Kalpitiya Beach,8.236519,79.76414,7,1,0,1,0,4,night,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Galle Fort Market,6.031796,80.218813,3,0,1,1,0,12,day,5,1,0,Low,High,Medium,High,Low,Low,High
Bandarawela Railway Station,6.825195,80.986068,18,0,1,0,1,12,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Galle Fort,6.035636,80.215142,3,0,1,1,0,13,day,3,0,0,Low,Medium,High,Low,Low,Low,Low
Galle Fort Market,6.025908,80.213523,3,0,1,1,0,11,day,6,1,0,Low,High,Low,Low,Low,Low,High
Ella Station,6.86651,81.047548,8,0,1,1,1,11,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Colombo Fort Station,6.937117,79.850426,1,0,1,0,1,17,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.767703,80.96583,19,0,1,1,1,9,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.768298,80.964283,19,0,1,1,1,17,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Hatton Railway Station,6.8902,80.599129,17,0,1,1,1,8,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Hatton Railway Station,6.892929,80.595709,17,0,1,1,1,12,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Polonnaruwa,7.942155,81.023167,11,0,1,1,0,15,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Pettah Market,6.942595,79.849573,1,0,1,1,0,1,night,0,0,0,Low,Low,Low,Low,Medium,Low,Low
Bentota Beach,6.425258,79.9967,4,1,1,1,0,14,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Sigiriya,7.954758,80.763235,10,0,1,1,0,8,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Bentota Beach,6.425484,80.000015,4,1,1,1,0,13,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Polonnaruwa,7.945212,81.014506,11,0,1,1,0,10,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Sigiriya,7.955688,80.759705,10,0,1,1,0,9,day,4,0,1,Low,Low,Medium,Low,Low,Low,Low
Ahangama Beach,5.97603,80.361125,4,1,1,1,0,21,night,5,1,0,High,Low,Low,Low,High,Medium,Low
Kuruduwaththa Station,6.923943,79.87214,1,0,1,0,1,15,day,1,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Pettah Station,6.941581,79.8585,1,0,1,0,1,11,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Polonnaruwa,7.94342,81.015743,11,0,1,1,0,6,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Ahangama Beach,5.972442,80.366346,4,1,1,1,0,14,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Sigiriya,7.95748,80.759879,10,0,1,1,0,5,night,4,0,0,Low,Low,High,Low,Low,Low,Low
Kaluthara Beach,6.582625,79.959349,4,1,1,1,0,18,night,4,0,0,Medium,Low,Low,Low,Medium,Low,Low
Mount Lavinia Station,6.841233,79.859799,9,1,1,1,1,9,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Ahungalla Beach,6.325217,80.023952,4,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Temple of Tooth,7.291848,80.64012,2,0,1,1,0,12,day,5,1,0,Low,Medium,High,Low,Low,Low,Low
Bandarawela Railway Station,6.832481,80.987424,18,0,1,0,1,20,night,0,0,0,Low,High,Low,High,Low,Low,Medium
Polonnaruwa,7.93175,81.020434,11,0,1,1,0,12,day,5,1,0,Low,Medium,High,Low,Low,Low,Low
Haputale Railway Station,6.762451,80.964772,19,0,1,1,1,7,day,2,0,0,Low,High,Low,High,Low,Low,Medium
Negombo Beach,7.21338,79.841508,5,1,1,1,0,12,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Market,6.941254,79.852996,1,0,1,1,0,19,night,4,0,0,Low,High,Low,Medium,Low,Low,Medium
Bentota Beach,6.422417,79.992662,4,1,1,1,0,3,night,6,1,0,High,Low,Low,Low,High,Medium,Low
Haputale Railway Station,6.760894,80.965053,19,0,1,1,1,12,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Ella Station,6.86268,81.044643,8,0,1,1,1,10,day,2,0,0,Low,High,Low,High,Low,Low,Medium
